reference,datestring,year,month,datenumber,Calbayog_NorthSamar,Cambatutay_Tarangnan_NorthSamar,IrongIrong_Catbalogan_NorthSamar,Maqueda_NorthSamar,Villareal_NorthSamar,DaramIsland_SamarSea_WestSamar,BiliranIsland,CarigaraBay_Leyte,CoastalLeyte_LeyteGulf_Leyte,Calubian_Leyte,SanPedroBay_SouthSamar
SB201723,20-Jul-17,2017,7,736896,0,0,2,0,0,0,0,0,0,0,0
SB201724,28-Jul-17,2017,7,736904,0,0,2,0,0,0,0,0,0,0,0
SB201725,03-Aug-17,2017,8,736910,0,0,2,0,0,0,0,0,0,0,0
SB201726,08-Aug-17,2017,8,736915,0,0,2,0,0,0,0,0,0,0,0
SB201727,15-Aug-17,2017,8,736922,0,0,2,1,1,0,0,0,0,0,0
SB201728,22-Aug-17,2017,8,736929,0,0,2,2,2,0,0,1,0,0,0
SB201729_LSA2017xx,25-Aug-17,2017,8,736932,0,1,2,2,2,1,0,2,0,0,0
SB201730,30-Aug-17,2017,8,736937,0,0,2,2,2,2,0,2,0,0,0
SB201731,15-Sep-17,2017,9,736953,0,0,2,2,2,2,0,2,0,0,0
SB201732,29-Sep-17,2017,9,736967,0,0,2,2,2,2,0,2,0,0,0
SB201733,09-Oct-17,2017,10,736977,0,0,2,2,2,2,0,2,0,0,0
SB201734,12-Oct-17,2017,10,736980,0,0,2,2,2,2,0,2,0,0,0
SB201735,30-Oct-17,2017,10,736998,0,0,2,2,2,2,0,2,0,0,0
SB201736,10-Nov-17,2017,11,737009,0,1,2,2,2,2,0,2,0,0,0
SB201737,17-Nov-17,2017,11,737016,0,2,2,2,2,2,0,2,0,0,0
SB201738,18-Nov-17,2017,11,737017,0,2,2,2,2,2,0,2,0,0,0
SB201739,01-Dec-17,2017,12,737030,0,2,2,2,2,2,0,2,0,0,0
SB201740,05-Dec-17,2017,12,737034,0,2,2,2,2,2,0,2,0,0,0
SB201741,08-Dec-17,2017,12,737037,0,2,2,2,2,2,0,2,0,0,0
SB201742,16-Dec-17,2017,12,737045,0,2,2,2,2,2,0,2,0,0,0
SB201743,28-Dec-17,2017,12,737057,0,2,2,2,2,2,0,2,1,0,0
SB201801,12-Jan-18,2018,1,737072,0,0,2,2,2,0,0,2,2,0,0
SB201802,15-Jan-18,2018,1,737075,0,0,2,0,0,0,0,2,2,0,0
SB201803,29-Jan-18,2018,1,737089,0,0,2,0,0,0,0,2,2,0,0
SB201804,30-Jan-18,2018,1,737090,0,0,2,0,0,0,0,2,2,0,0
SB201805,01-Feb-18,2018,2,737092,0,0,2,0,0,0,0,2,2,0,0
SB201806,15-Feb-18,2018,2,737106,0,0,2,0,0,0,0,2,2,0,0
SB201807,02-Mar-18,2018,3,737121,0,0,2,0,0,0,1,2,2,0,0
SB201808,07-Mar-18,2018,3,737126,0,0,2,0,0,0,2,2,2,0,0
SB201809,20-Mar-18,2018,3,737139,0,0,2,0,0,0,2,2,2,0,0
SB201810,21-Mar-18,2018,3,737140,0,0,0,0,0,0,2,2,2,0,0
SB201811,22-Mar-18,2018,3,737141,0,0,0,0,0,0,2,2,2,0,0
SB201812,06-Apr-18,2018,4,737156,0,0,0,0,0,0,2,2,2,0,0
SB201813,16-Apr-18,2018,4,737166,0,0,0,0,0,0,2,0,2,0,0
SB201814,02-May-18,2018,5,737182,0,0,0,0,0,0,2,0,2,0,0
SB201815,21-May-18,2018,5,737201,0,0,0,0,0,0,2,0,2,0,0
SB201816,05-Jun-18,2018,6,737216,0,0,0,0,0,0,2,0,2,0,0
SB201817,19-Jun-18,2018,6,737230,0,0,0,0,0,0,2,0,2,0,0
SB201818,25-Jun-18,2018,6,737236,0,0,0,0,0,0,2,0,2,0,0
SB201819,13-Jul-18,2018,7,737254,0,0,0,0,0,0,0,0,2,0,0
SB201820,28-Jul-18,2018,7,737269,0,0,0,0,0,0,0,0,2,0,0
LSA2018xx,06-Aug-18,2018,8,737278,0,0,0,0,1,0,0,0,0,0,0
SB201821,10-Aug-18,2018,8,737282,0,0,0,0,0,0,0,0,0,0,0
SB201822,29-Aug-18,2018,8,737301,0,0,0,0,0,0,0,0,0,0,0
SB201823,07-Sep-18,2018,9,737310,0,0,0,0,0,0,0,0,0,0,0
LSA2018xx,11-Sep-18,2018,9,737314,0,0,0,0,0,0,0,0,0,0,0
LSA2018xx,15-Sep-18,2018,9,737318,0,0,0,0,0,0,0,0,0,0,0
SB201824,21-Sep-18,2018,9,737324,0,0,0,0,0,0,0,0,0,0,0
SB201825,25-Sep-18,2018,9,737328,0,0,0,0,0,0,0,0,0,0,0
SB201826,12-Oct-18,2018,10,737345,0,0,0,0,0,0,0,0,0,0,0
SB201827,29-Oct-18,2018,10,737362,0,0,0,0,0,0,0,0,0,0,0
LSA2018xx,05-Nov-18,2018,11,737369,0,0,0,0,0,0,0,0,0,0,0
SB201828,08-Nov-18,2018,11,737372,0,0,0,0,0,0,0,0,0,0,0
SB201829,23-Nov-18,2018,11,737387,0,0,0,0,0,0,0,0,0,0,0
LSA2018xx,11-Dec-18,2018,12,737405,0,0,0,0,0,0,0,0,0,0,0
SB201830,14-Dec-18,2018,12,737408,0,0,0,0,0,0,0,0,0,0,0
SB201831,28-Dec-18,2018,12,737422,0,0,0,0,0,0,0,0,0,0,0
SB201901,14-Jan-19,2019,1,737439,0,0,0,0,0,0,0,0,0,0,0
SB201902,31-Jan-19,2019,1,737456,0,0,0,0,0,0,0,0,0,0,0
SB201903,07-Feb-19,2019,2,737463,0,0,0,0,0,0,0,0,0,0,0
LSA2019xx,20-Feb-19,2019,2,737476,0,0,0,0,0,0,0,0,0,0,1
SB201904,28-Feb-19,2019,2,737484,0,0,0,0,0,0,0,0,0,0,2
SB201905,05-Mar-19,2019,3,737489,0,0,0,0,0,0,0,0,0,0,2
SB201906,25-Mar-19,2019,3,737509,0,0,0,0,0,0,0,0,0,0,2
SB201907,04-Apr-19,2019,4,737519,0,0,0,0,0,0,0,0,0,0,2
RSA01,26-Apr-19,2019,4,737541,0,0,0,0,0,0,0,0,0,0,2
RSA02,03-May-19,2019,5,737548,0,0,0,0,0,0,0,0,0,0,2
SB201909,09-May-19,2019,5,737554,0,0,0,0,0,0,0,0,0,0,2
RSA03,21-May-19,2019,5,737566,0,0,0,0,0,0,0,0,0,0,2
LSA2019xx,10-Jun-19,2019,6,737586,0,0,1,0,0,0,0,0,0,0,2
SB201911,11-Jun-19,2019,6,737587,0,0,2,0,0,0,0,0,0,0,2
LSA2019xx,18-Jun-19,2019,6,737594,0,1,2,0,0,0,0,0,0,0,2
SB201912,28-Jun-19,2019,6,737604,0,2,2,0,0,0,0,0,0,0,2
FB2019xx,30-Jun-19,2019,6,737606,0,2,2,0,0,0,0,0,0,0,2
FB2019xx,12-Jul-19,2019,7,737618,0,2,2,1,0,0,0,0,0,0,2
SB201913,24-Jul-19,2019,7,737630,0,2,2,2,0,0,0,0,0,0,2
SB201914,09-Aug-19,2019,8,737646,0,2,2,2,0,0,0,0,0,0,2
SB201915,29-Aug-19,2019,8,737666,0,2,2,2,0,0,0,0,0,0,2
SB201916,09-Sep-19,2019,9,737677,0,0,2,0,0,0,0,0,0,0,2
